SEQ1	SEQ2	SCORE	dN	dS	OMEGA	N	S	kappa	t	LENGTH
B0A55_03333-T1	B0A55_10792-T1	616	0.004730	0.185353	0.025518	212.256143	75.743857	15.924993	0.156701	96
B0A55_03334-T1	B0A55_10793-T1	3640	0.036366	0.170272	0.213577	1366.865395	442.134605	2.059995	0.207282	651
B0A55_08087-T1	B0A55_12907-T1	1510	0.013216	0.194810	0.067840	534.470742	155.529258	2.371740	0.162444	232
B0A55_08086-T1	B0A55_12906-T1	828	0.017931	0.169120	0.106025	310.820273	76.179727	4.936440	0.143076	130
B0A55_04950-T1	B0A55_13430-T1	5305	0.007398	0.154485	0.047886	1902.874195	668.125805	5.613169	0.136864	1003
B0A55_04951-T1	B0A55_13429-T1	3096	0.014755	0.122283	0.120663	1369.118226	412.881774	3.332067	0.119007	929
B0A55_05340-T1	B0A55_09799-T1	3455	0.008124	0.189708	0.042825	1114.175047	424.824953	3.731026	0.174746	513
B0A55_10267-T1	B0A55_13079-T1	1359	0.005870	0.036659	0.160133	513.305233	140.694767	4.907637	0.037482	254
B0A55_10272-T1	B0A55_12541-T1	1428	0.001856	0.000000	99.000000	539.409081	183.590919	4.600000	0.004155	310
B0A55_02517-T1	B0A55_02526-T1	790	0.155040	0.181095	0.856124	381.185990	110.814010	3.308892	0.482726	175
B0A55_03587-T1	B0A55_10555-T1	678	0.001998	0.229303	0.008713	501.160816	137.839184	3.819823	0.153090	564
B0A55_07013-T1	B0A55_12790-T1	4093	0.014507	0.178863	0.081104	1717.590461	484.409539	2.721703	0.151988	1001
B0A55_06499-T1	B0A55_11816-T1	1404	0.007065	0.186345	0.037913	569.272179	111.727821	3.011879	0.109435	228
B0A55_00203-T1	B0A55_00204-T1	1192	0.022749	0.157916	0.144057	536.152911	186.847089	3.866517	0.173042	384
B0A55_06239-T1	B0A55_11509-T1	1367	0.000000	0.005134	0.000010	509.545060	195.454940	4.600000	0.004270	405
B0A55_06309-T1	B0A55_12386-T1	691	0.000000	0.136507	0.000010	366.480120	80.519880	5.521249	0.073769	307
B0A55_02907-T1	B0A55_11666-T1	1160	0.000000	0.045223	0.000010	426.340167	68.659833	6.648270	0.018818	165
B0A55_05270-T1	B0A55_11900-T1	1956	0.024769	0.193210	0.128200	698.586885	234.413115	8.313527	0.201268	311
B0A55_05727-T1	B0A55_06478-T1	531	0.408409	2.497635	0.163518	511.089165	127.910835	1.339168	2.479850	267
B0A55_00815-T1	B0A55_10102-T1	1870	0.007982	0.396975	0.020107	755.884923	144.115077	0.737525	0.210812	302
B0A55_00796-T1	B0A55_11977-T1	2095	0.002762	0.087710	0.031494	725.385091	183.614909	7.249031	0.059765	304
B0A55_09485-T1	B0A55_11342-T1	3834	0.011727	0.264551	0.044326	1375.468345	349.531655	3.224718	0.188867	575
B0A55_01939-T1	B0A55_01941-T1	873	0.003086	0.133082	0.023186	324.756470	83.243530	6.102461	0.088825	136
B0A55_07212-T1	B0A55_11640-T1	2412	0.068861	0.097764	0.704360	1115.576043	396.423957	3.319115	0.229318	765
B0A55_08723-T1	B0A55_11538-T1	1759	0.038205	0.125787	0.303729	657.903688	179.096312	1.817909	0.170837	286
B0A55_04303-T1	B0A55_04368-T1	27	0.655244	3.283728	0.199543	408.803801	104.196199	0.959330	3.567358	281
B0A55_06611-T1	B0A55_08546-T1	3583	0.008070	0.224309	0.035978	1245.864514	359.135486	2.049718	0.169367	535
B0A55_07823-T1	B0A55_08205-T1	1427	0.007817	0.214760	0.036400	514.470480	142.529520	2.014424	0.158134	219
B0A55_08801-T1	B0A55_13150-T1	4682	0.005855	0.190881	0.030671	1543.456074	520.543926	1.587300	0.157556	689
B0A55_09110-T1	B0A55_12936-T1	789	0.003118	0.049513	0.062974	321.387259	62.612741	4.600000	0.032048	129
B0A55_06838-T1	B0A55_11655-T1	743	0.013121	0.311576	0.042111	308.084908	63.915092	4.624846	0.193200	142
B0A55_09257-T1	B0A55_11227-T1	1728	0.031803	0.257008	0.123743	642.381751	182.618249	1.966686	0.244960	275
B0A55_05551-T1	B0A55_08409-T1	1519	0.454557	4.200868	0.108205	1361.260561	270.739439	1.086606	3.228145	641
B0A55_08977-T1	B0A55_09373-T1	638	0.304679	2.047675	0.148793	388.671017	124.328983	2.336943	2.181318	188
B0A55_05217-T1	B0A55_09132-T1	2321	0.007930	0.133777	0.059278	824.116549	222.883451	6.716495	0.104160	349
B0A55_05416-T1	B0A55_11203-T1	68	0.004446	0.214357	0.020740	225.784825	44.215175	6.180801	0.116463	354
B0A55_05419-T1	B0A55_11200-T1	677	0.003807	0.187611	0.020290	263.361900	42.638100	2.397456	0.088254	103
B0A55_02107-T1	B0A55_10356-T1	2849	0.011456	0.264523	0.043310	1055.586417	249.413583	1.997861	0.179469	437
B0A55_06194-T1	B0A55_12594-T1	837	0.000000	0.000000	99.000000	386.416371	96.583629	4.600000	0.000000	287
B0A55_09333-T1	B0A55_10522-T1	1610	0.009712	0.117990	0.082315	622.291100	130.708900	6.728006	0.085523	252
B0A55_03470-T1	B0A55_03787-T1	-237	0.013538	0.055152	0.245471	149.067321	18.932679	4.600000	0.054684	373
B0A55_09227-T1	B0A55_09903-T1	2586	0.007938	0.217810	0.036445	949.849411	238.150589	1.852906	0.150029	396
B0A55_09493-T1	B0A55_10091-T1	638	0.002551	0.130853	0.019497	392.630049	51.369951	4.600000	0.052187	293
B0A55_04287-T1	B0A55_11400-T1	836	0.000000	0.018566	0.000010	338.468430	54.531570	4.600000	0.007728	132
B0A55_08282-T1	B0A55_08283-T1	-146	0.842442	2.762711	0.304933	223.746295	85.253705	0.886610	4.116744	243
B0A55_07019-T1	B0A55_10604-T1	2151	0.003736	0.036596	0.102091	804.980947	197.019053	2.196444	0.030591	335
B0A55_06668-T1	B0A55_07514-T1	109	0.160447	0.935812	0.171452	194.602628	60.397372	1.937599	1.032282	206
B0A55_01166-T1	B0A55_12897-T1	1526	0.100804	0.481132	0.209514	965.716956	297.283044	1.479815	0.570974	829
B0A55_03358-T1	B0A55_11334-T1	1247	0.011385	0.191847	0.059341	664.465972	154.534028	4.687345	0.136306	505
B0A55_00358-T1	B0A55_10264-T1	1863	0.035888	0.131584	0.272736	757.970995	181.029005	3.497995	0.163011	322
B0A55_00367-T1	B0A55_12657-T1	1201	0.034014	0.068413	0.497186	421.306323	154.693677	4.282072	0.129756	192
B0A55_00369-T1	B0A55_12512-T1	1719	0.024745	0.088998	0.278045	616.749459	232.250541	6.349054	0.126966	287
B0A55_00656-T1	B0A55_08594-T1	2740	0.006120	0.155758	0.039289	984.974748	365.025252	5.941351	0.139741	530
B0A55_06332-T1	B0A55_10277-T1	-174	0.000000	0.019826	0.000010	224.892553	51.107447	4.600000	0.011014	469
B0A55_01490-T1	B0A55_07345-T1	1984	0.077508	0.283980	0.272935	815.096037	243.903963	1.360376	0.375185	399
B0A55_01473-T1	B0A55_01474-T1	-142	0.799789	99.000000	0.008079	189.612565	38.387435	0.493645	52.000081	168
B0A55_01481-T1	B0A55_07355-T1	1374	0.008727	0.011558	0.755043	461.551238	174.448762	6.016991	0.028510	213
B0A55_12836-T1	B0A55_13547-T1	3073	0.014177	0.154940	0.091502	1068.648461	320.351539	6.744043	0.139927	470
B0A55_03741-T1	B0A55_09942-T1	2587	0.020560	0.074031	0.277719	887.955325	330.044675	3.058484	0.105147	443
B0A55_03731-T1	B0A55_07632-T1	1410	0.013997	0.280613	0.049880	577.077437	154.922563	2.830038	0.211273	304
B0A55_03724-T1	B0A55_05468-T1	2095	0.001272	0.036149	0.035191	786.760742	170.239258	0.889246	0.022429	331
B0A55_04262-T1	B0A55_04975-T1	2976	0.013707	0.123706	0.110801	1031.797644	336.202356	7.747697	0.122221	456
B0A55_04261-T1	B0A55_04976-T1	2231	0.011777	0.215010	0.054774	813.013323	233.986677	2.656858	0.171589	349
B0A55_04257-T1	B0A55_04979-T1	893	0.055033	0.291552	0.188758	377.563539	108.436461	3.594134	0.323415	186
B0A55_04595-T1	B0A55_04596-T1	2419	0.003256	0.207568	0.015687	1231.230173	241.769827	3.211359	0.110372	895
B0A55_04598-T1	B0A55_07966-T1	77	0.401176	1.675515	0.239434	201.915844	92.084156	0.831618	2.400941	197
B0A55_05480-T1	B0A55_05481-T1	2279	0.040458	0.255113	0.158589	1030.183339	301.816661	3.827449	0.267290	690
B0A55_11337-T1	B0A55_12807-T1	1735	0.000000	0.028365	0.000010	848.696006	252.303994	4.267456	0.019500	730
B0A55_05958-T1	B0A55_12565-T1	1936	0.002430	0.013060	0.186091	824.290781	231.709219	1.938880	0.014289	542
B0A55_03928-T1	B0A55_05968-T1	2578	0.004499	0.101711	0.044234	891.832669	278.167331	4.213379	0.082834	398
B0A55_03927-T1	B0A55_05969-T1	1051	0.002488	0.119420	0.020831	402.752065	92.247935	1.446962	0.072837	165
B0A55_02347-T1	B0A55_10614-T1	742	0.007623	0.251452	0.030315	263.703939	57.296061	1.343737	0.153434	107
B0A55_02346-T1	B0A55_10613-T1	3072	0.017210	0.111237	0.154714	1000.463902	439.536098	6.673245	0.137730	482
B0A55_02344-T1	B0A55_10611-T1	3067	0.055055	0.203904	0.270006	1250.641730	423.358270	2.266342	0.278099	625
B0A55_04638-T1	B0A55_04641-T1	3237	0.034489	0.186984	0.184450	1301.842370	339.157630	2.486564	0.198020	585
B0A55_04631-T1	B0A55_04636-T1	2114	0.031191	0.142599	0.218731	754.087329	250.912671	4.628129	0.177017	335
B0A55_11664-T1	B0A55_12278-T1	2396	0.001257	0.000000	99.000000	796.510709	325.489291	4.600000	0.002676	375
B0A55_02894-T1	B0A55_03616-T1	4910	0.034222	0.160500	0.213222	1811.067561	525.932439	3.090979	0.187922	784
B0A55_02893-T1	B0A55_03615-T1	2553	0.029887	0.159213	0.187717	957.565870	284.434130	4.944817	0.178513	416
B0A55_02886-T1	B0A55_02888-T1	699	0.000000	0.034562	0.000010	253.183978	88.816022	4.600000	0.026927	116
B0A55_08741-T1	B0A55_13331-T1	1239	0.004195	0.219343	0.019123	478.398308	124.601692	6.004106	0.145956	225
B0A55_04872-T1	B0A55_10589-T1	1329	0.014553	0.171366	0.084923	486.469984	140.530016	9.089471	0.149098	212
B0A55_03527-T1	B0A55_13066-T1	1997	0.010245	0.102727	0.099727	688.037677	199.962323	1.987986	0.093210	296
B0A55_05191-T1	B0A55_05192-T1	1051	0.021113	0.132513	0.159324	433.785132	229.214868	12.009007	0.178879	415
B0A55_05183-T1	B0A55_12432-T1	1112	0.000000	0.000000	99.000000	422.700487	72.299513	4.600000	0.000000	171
B0A55_01943-T1	B0A55_13752-T1	1240	0.026569	0.069587	0.381814	421.504633	121.495367	1.269294	0.108583	185
B0A55_11557-T1	B0A55_13226-T1	2795	0.013558	0.199897	0.067826	1041.987343	215.012657	1.507137	0.136296	427
B0A55_04698-T1	B0A55_07931-T1	1629	0.033522	0.202423	0.165603	656.332833	240.667167	2.172382	0.236515	429
B0A55_06083-T1	B0A55_11152-T1	2401	0.011785	0.264806	0.044505	1197.722112	275.277888	4.699010	0.177211	899
B0A55_03653-T1	B0A55_06469-T1	4264	0.033626	0.181389	0.185380	1672.740144	460.259856	1.637762	0.196531	827
B0A55_00808-T1	B0A55_13474-T1	1873	0.012939	0.241601	0.053557	936.032551	296.967449	4.212895	0.204037	816
B0A55_09484-T1	B0A55_11341-T1	2457	0.021678	0.191610	0.113136	890.135946	288.864054	3.450300	0.189938	396
B0A55_06906-T1	B0A55_09306-T1	4376	0.017539	0.114420	0.153290	1558.638548	532.361452	2.939612	0.126614	703
B0A55_06903-T1	B0A55_09309-T1	733	0.022260	0.103609	0.214841	836.735448	342.264552	4.140629	0.137626	1254
B0A55_05787-T1	B0A55_05791-T1	2569	0.032638	0.194241	0.168027	871.970475	346.029525	3.612876	0.235647	408
B0A55_06067-T1	B0A55_06074-T1	-163	0.006445	0.111428	0.057842	311.851839	78.148161	4.698210	0.082445	611
B0A55_00948-T1	B0A55_11781-T1	1368	0.010183	0.151544	0.067192	494.398403	147.601597	1.498016	0.128049	214
B0A55_00942-T1	B0A55_10417-T1	2985	0.004754	0.300806	0.015805	1055.878685	321.121315	6.655714	0.221384	463
B0A55_00908-T1	B0A55_01218-T1	3130	0.028073	0.157083	0.178713	1072.009485	379.990515	3.366721	0.185505	487
B0A55_05257-T1	B0A55_13543-T1	2029	0.004187	0.170612	0.024539	718.828350	190.171650	4.686827	0.117013	303
B0A55_05265-T1	B0A55_10114-T1	1541	0.004885	0.148601	0.032876	616.071013	163.928987	0.949184	0.105269	281
B0A55_01114-T1	B0A55_07444-T1	1852	0.004710	0.210134	0.022415	638.916944	228.083056	2.774985	0.176254	289
B0A55_01125-T1	B0A55_06568-T1	2323	0.054699	0.200069	0.273400	905.370637	267.629363	1.610264	0.263599	421
B0A55_01128-T1	B0A55_06572-T1	2702	0.007631	0.108219	0.070510	922.830839	292.169161	7.050565	0.095457	405
B0A55_01131-T1	B0A55_12964-T1	639	0.000000	0.126309	0.000010	277.292683	34.707317	4.600000	0.042152	105
B0A55_03220-T1	B0A55_04456-T1	2354	0.004326	0.361915	0.011954	811.774856	199.225144	5.705532	0.224375	337
B0A55_01622-T1	B0A55_11158-T1	1558	0.003365	0.087806	0.038322	595.705827	145.294173	3.008833	0.059766	247
B0A55_01747-T1	B0A55_12805-T1	2946	0.041729	0.126678	0.329408	1062.936633	404.063367	5.150376	0.195380	511
B0A55_08244-T1	B0A55_10299-T1	6947	0.028780	0.159702	0.180211	2522.676753	903.323247	3.473613	0.189900	1208
B0A55_08246-T1	B0A55_10297-T1	2267	0.014614	0.085414	0.171100	760.862440	262.137560	5.651206	0.098269	341
B0A55_07880-T1	B0A55_11256-T1	1276	0.038321	0.170140	0.225232	669.794228	200.205772	2.494363	0.205967	482
B0A55_02762-T1	B0A55_05641-T1	6008	0.009334	0.187837	0.049690	2156.493631	555.506369	3.199157	0.137691	904
B0A55_01946-T1	B0A55_05634-T1	1292	0.000000	0.201959	0.000010	516.002273	104.997727	9.879637	0.102441	294
B0A55_06684-T1	B0A55_07729-T1	-668	0.000000	0.000000	99.000000	14.620802	0.379198	4.600000	0.000000	345
B0A55_06682-T1	B0A55_09755-T1	2489	0.004595	0.157558	0.029162	873.775648	284.224352	4.858820	0.126416	393
B0A55_06679-T1	B0A55_09758-T1	1854	0.027880	0.161852	0.172257	695.303589	228.696411	2.669243	0.183117	314
B0A55_00520-T1	B0A55_09366-T1	8269	0.040597	0.113397	0.358004	3137.405340	981.594660	2.159015	0.173837	1449
B0A55_09286-T1	B0A55_13660-T1	1134	0.005324	0.286004	0.018615	754.521458	100.478542	5.843630	0.114927	670
B0A55_03571-T1	B0A55_12517-T1	3213	0.008956	0.165602	0.054081	1124.344779	357.655221	5.354982	0.140280	494
B0A55_03403-T1	B0A55_03568-T1	2209	0.004919	0.179385	0.027419	1019.983267	264.016733	3.086711	0.122377	754
B0A55_06237-T1	B0A55_12542-T1	787	0.008137	0.019029	0.427612	494.340281	159.659719	3.883437	0.032389	510
B0A55_05935-T1	B0A55_12506-T1	1081	0.030138	0.182938	0.164746	373.783642	145.216358	5.258172	0.218675	173
B0A55_06685-T1	B0A55_12037-T1	2579	0.010805	0.055586	0.194386	1025.826369	357.173631	4.528685	0.067110	655
B0A55_01276-T1	B0A55_09073-T1	1318	0.000000	0.208942	0.000010	520.583332	85.416668	5.293962	0.088352	202
B0A55_02440-T1	B0A55_12662-T1	92	0.219705	0.584892	0.375634	214.589738	85.410262	2.278700	0.971023	273
B0A55_06042-T1	B0A55_06043-T1	1829	0.014760	0.222200	0.066426	616.572664	223.427336	4.797500	0.209807	280
B0A55_03320-T1	B0A55_11071-T1	1978	0.002894	0.157185	0.018409	692.562145	189.437855	3.082508	0.108098	294
B0A55_03329-T1	B0A55_11016-T1	1902	0.016639	0.172030	0.096722	639.233327	254.766673	6.405603	0.182764	298
B0A55_04940-T1	B0A55_08081-T1	1992	0.028773	0.098987	0.290671	785.431634	249.568366	1.964783	0.137110	412
B0A55_05903-T1	B0A55_11081-T1	4656	0.013366	0.152276	0.087777	1585.517439	526.482561	3.716903	0.143982	704
B0A55_00288-T1	B0A55_00299-T1	105	0.674672	4.679904	0.144164	504.380744	146.619256	1.241380	4.730210	311
B0A55_06716-T1	B0A55_13631-T1	2898	0.009848	0.186835	0.052709	1022.166475	342.833525	2.576130	0.162900	455
B0A55_02932-T1	B0A55_02934-T1	1981	0.001312	0.145159	0.009040	762.705486	176.294514	2.974796	0.084957	372
B0A55_05739-T1	B0A55_12544-T1	1174	0.032834	0.105587	0.310968	406.585031	166.414969	7.307404	0.161891	191
B0A55_07899-T1	B0A55_11096-T1	1479	0.001180	0.013231	0.089178	848.261689	228.738311	4.600000	0.011219	872
B0A55_11882-T1	B0A55_13039-T1	3049	0.006220	0.000000	99.000000	1130.842526	453.157474	4.988907	0.013322	698
B0A55_09708-T1	B0A55_13201-T1	1363	0.034144	0.111249	0.306911	570.294864	194.705136	4.909863	0.161305	343
B0A55_09463-T1	B0A55_11812-T1	1675	0.040905	0.129243	0.316493	603.095025	251.904975	3.424637	0.200794	286
B0A55_05076-T1	B0A55_11888-T1	1874	0.042285	0.147566	0.286551	896.387848	378.612152	2.369964	0.220645	748
B0A55_06992-T1	B0A55_11148-T1	1173	0.028895	0.324229	0.089119	499.972635	94.027365	3.544948	0.226935	216
B0A55_08233-T1	B0A55_09268-T1	1656	0.009327	0.126710	0.073613	648.407800	86.592200	8.792907	0.069470	246
B0A55_08232-T1	B0A55_09269-T1	661	0.016799	0.292692	0.057394	240.885470	80.114530	1.847667	0.256967	107
B0A55_07520-T1	B0A55_12525-T1	7532	0.021070	0.154749	0.136156	3018.487910	839.512090	2.518237	0.150476	1391
B0A55_02242-T1	B0A55_12619-T1	1289	0.004360	0.133581	0.032640	460.083131	106.916869	3.394561	0.086180	189
B0A55_09459-T1	B0A55_13175-T1	-83	0.912610	2.558704	0.356669	149.686145	30.313855	1.596217	3.569487	111
B0A55_09347-T1	B0A55_12471-T1	814	0.015444	0.444635	0.034734	327.129389	86.870611	1.126203	0.316506	142
B0A55_09707-T1	B0A55_13634-T1	4262	0.013513	0.255286	0.052932	2464.741459	634.258541	3.310973	0.188987	2240
B0A55_12170-T1	B0A55_12885-T1	1891	0.000000	0.000000	99.000000	688.455309	169.544691	4.600000	0.000000	287
B0A55_05993-T1	B0A55_10920-T1	457	0.004585	0.099805	0.045937	437.560756	183.439244	5.756589	0.098137	649
B0A55_05992-T1	B0A55_10919-T1	2494	0.066451	0.156278	0.425213	890.685974	375.314026	3.349792	0.279244	422
B0A55_05990-T1	B0A55_10917-T1	1799	0.023238	0.112307	0.206911	655.851071	193.148929	1.820178	0.130503	285
B0A55_13494-T1	B0A55_13577-T1	1940	0.014485	0.025094	0.577256	628.723417	244.276583	11.376253	0.052361	291
B0A55_05404-T1	B0A55_06747-T1	451	0.000000	0.049410	0.000010	165.174569	41.825431	4.600000	0.029951	70
B0A55_10830-T1	B0A55_10831-T1	-14	0.412591	-nan	-nan	5.488636	0.511364	4.600000	-nan	9
B0A55_05135-T1	B0A55_07556-T1	-642	0.000000	0.000000	99.000000	180.726379	41.273621	4.600000	0.000000	663
B0A55_03825-T1	B0A55_10885-T1	2289	0.027375	0.059869	0.457253	824.836577	225.163423	2.618530	0.103029	350
B0A55_10749-T1	B0A55_13003-T1	2024	0.008975	0.037226	0.241083	672.688162	248.311838	2.641407	0.049775	307
B0A55_06953-T1	B0A55_06955-T1	407	0.000000	0.052219	0.000010	148.175550	19.824450	4.600000	0.018486	56
B0A55_06958-T1	B0A55_07190-T1	3312	0.003317	0.086373	0.038408	1208.954115	336.045885	12.268450	0.064147	550
B0A55_05196-T1	B0A55_11168-T1	2477	0.033817	0.113152	0.298867	954.105526	341.894474	7.506961	0.164239	559
B0A55_08399-T1	B0A55_12179-T1	1209	0.012694	0.168885	0.075161	477.235086	116.764914	9.289772	0.130190	220
B0A55_06169-T1	B0A55_11754-T1	1667	0.030705	0.081073	0.378726	632.463300	264.536700	3.805847	0.136677	423
B0A55_07982-T1	B0A55_09445-T1	5292	0.000000	0.000000	99.000000	1850.801883	567.198117	4.600000	0.000000	806
B0A55_00685-T1	B0A55_04555-T1	1306	0.000000	0.000000	99.000000	423.159382	164.840618	4.600000	0.000000	199
B0A55_00684-T1	B0A55_04556-T1	910	0.000000	0.000000	99.000000	312.312814	98.687186	4.600000	0.000000	137
B0A55_03256-T1	B0A55_04562-T1	1500	0.000000	0.007953	0.000010	590.505324	126.494676	4.600000	0.004209	246
B0A55_08272-T1	B0A55_08444-T1	656	0.000000	0.000000	99.000000	248.596633	63.403367	4.600000	0.000000	104
B0A55_09065-T1	B0A55_12339-T1	4508	0.015932	0.204243	0.078006	1681.447636	475.552364	2.705269	0.172347	719
B0A55_04933-T1	B0A55_10289-T1	1634	0.008390	0.124951	0.067150	599.349843	150.650157	1.584974	0.095411	251
B0A55_07958-T1	B0A55_08688-T1	2928	0.000904	0.239535	0.003773	1107.124156	248.875844	4.346608	0.134104	453
B0A55_10868-T1	B0A55_12319-T1	5644	0.012707	0.165117	0.076957	2580.130962	647.869038	5.047666	0.129888	1682
B0A55_04863-T1	B0A55_06867-T1	833	0.006993	0.112573	0.062118	287.518900	96.481100	3.398092	0.100561	130
B0A55_01148-T1	B0A55_04311-T1	-186	0.241491	1.966488	0.122803	34.236996	13.763004	0.530285	2.208294	126
B0A55_01180-T1	B0A55_11960-T1	1105	0.034294	0.307833	0.111404	419.991963	153.008037	7.552631	0.322011	239
B0A55_04332-T1	B0A55_08759-T1	2908	0.020626	0.090717	0.227364	983.504432	342.495568	3.207254	0.116189	442
B0A55_04334-T1	B0A55_08757-T1	1980	0.027420	0.135530	0.202316	668.740295	255.259705	3.427379	0.171858	308
B0A55_04331-T1	B0A55_08760-T1	1823	0.036930	0.192220	0.192124	667.603438	217.396562	3.651774	0.225229	319
B0A55_03336-T1	B0A55_03494-T1	2237	0.006071	0.158836	0.038223	826.908690	172.091310	8.840984	0.097161	333
B0A55_01434-T1	B0A55_08173-T1	1294	0.034424	0.181648	0.189507	877.810193	226.189807	4.271510	0.193762	798
B0A55_06817-T1	B0A55_12146-T1	-121	0.521196	1.816732	0.286887	45.728144	11.271856	1.259416	2.332172	82
B0A55_06815-T1	B0A55_12461-T1	1873	0.007204	0.133375	0.054015	697.683866	241.316134	4.782265	0.118888	371
B0A55_08366-T1	B0A55_08367-T1	940	0.004710	0.149073	0.031597	425.979926	75.020074	2.225335	0.078982	259
B0A55_08668-T1	B0A55_11515-T1	2917	0.044430	0.078657	0.564860	1088.470041	405.529959	2.405036	0.161163	549
B0A55_09429-T1	B0A55_12821-T1	656	0.007736	0.096650	0.080045	520.247117	121.752883	9.716708	0.073796	609
B0A55_05381-T1	B0A55_05388-T1	926	0.019595	0.188547	0.103926	413.806156	135.193844	2.697349	0.183600	305
B0A55_02030-T1	B0A55_11143-T1	2089	0.014150	0.089225	0.158592	713.933086	240.066914	2.863191	0.099127	318
B0A55_02044-T1	B0A55_12533-T1	1829	0.009440	0.065158	0.144875	640.148333	211.851667	9.294236	0.069883	285
B0A55_01818-T1	B0A55_01822-T1	733	0.011399	0.143686	0.079334	265.245784	70.754216	2.704444	0.117768	112
B0A55_03548-T1	B0A55_11603-T1	3277	0.002499	0.172750	0.014468	1202.574874	285.425126	3.868927	0.105470	510
B0A55_04109-T1	B0A55_10690-T1	612	0.000000	0.233721	0.000010	228.006921	65.993079	2.982933	0.157388	110
B0A55_12164-T1	B0A55_12499-T1	819	0.000000	0.000000	99.000000	313.958802	97.041198	4.600000	0.000000	180
B0A55_10700-T1	B0A55_10875-T1	1775	0.003209	0.014878	0.215687	936.878833	272.121167	2.049155	0.017506	803
B0A55_05375-T1	B0A55_07365-T1	602	0.000000	0.093891	0.000010	200.450170	57.549830	10.100509	0.062831	86
B0A55_11385-T1	B0A55_12121-T1	2035	0.050535	0.135942	0.371742	819.175757	293.824243	3.483349	0.219246	439
B0A55_07863-T1	B0A55_12894-T1	3428	0.025103	0.163731	0.153320	1217.401631	423.598369	3.438920	0.182663	547
B0A55_04093-T1	B0A55_13099-T1	1215	0.002205	0.043352	0.050859	454.299613	118.700387	4.600000	0.032186	197
B0A55_04111-T1	B0A55_10687-T1	1948	0.013649	0.130527	0.104572	776.370965	174.629035	1.855183	0.105334	353
B0A55_11398-T1	B0A55_13035-T1	2358	0.000000	0.010467	0.000010	1022.595422	192.404578	4.600000	0.004973	520
B0A55_07826-T1	B0A55_08208-T1	3197	0.004998	0.199885	0.025005	1204.482557	310.517443	1.628258	0.134827	525
B0A55_07830-T1	B0A55_11772-T1	1511	0.007076	0.127024	0.055706	568.062383	157.937617	3.254220	0.099511	245
B0A55_08411-T1	B0A55_11327-T1	3968	0.036264	0.167719	0.216218	1386.907151	557.092849	3.783383	0.221805	649
B0A55_02812-T1	B0A55_12222-T1	2796	0.027635	0.195647	0.141248	958.660736	307.339264	2.543076	0.205267	422
B0A55_02810-T1	B0A55_12224-T1	2390	0.036201	0.110895	0.326446	920.597256	300.402744	3.380049	0.163734	526
B0A55_03382-T1	B0A55_12450-T1	2061	0.003442	0.086842	0.039637	873.542732	161.457268	1.684720	0.049357	404
B0A55_03392-T1	B0A55_13093-T1	697	0.229346	0.474620	0.483219	479.987331	123.012669	1.702283	0.838146	272
B0A55_03402-T1	B0A55_08639-T1	4495	0.008589	0.137748	0.062351	1639.792533	388.207467	2.747187	0.099939	676
B0A55_02025-T1	B0A55_09649-T1	1035	0.018226	0.166592	0.109403	499.992348	82.007652	2.625346	0.117394	300
B0A55_06155-T1	B0A55_10648-T1	5055	0.015653	0.152345	0.102750	1712.040013	561.959987	4.020107	0.148300	758
B0A55_00462-T1	B0A55_09539-T1	1345	0.107006	0.272535	0.392633	627.409507	185.590493	2.529028	0.434378	339
B0A55_00461-T1	B0A55_09538-T1	1089	0.002600	0.120233	0.021622	385.338509	100.661491	8.125950	0.080892	162
B0A55_09552-T1	B0A55_11454-T1	4519	0.040710	0.134862	0.301864	1794.469801	641.530199	3.521532	0.196516	967
B0A55_01829-T1	B0A55_11629-T1	1481	0.023542	0.097105	0.242436	518.439367	198.560633	2.320633	0.131742	239
B0A55_00650-T1	B0A55_12150-T1	776	0.002274	0.326480	0.006965	440.449496	63.550504	11.901304	0.129461	302
B0A55_09327-T1	B0A55_10151-T1	1021	0.002711	0.177224	0.015299	369.495532	83.504468	4.600000	0.104641	151
B0A55_09325-T1	B0A55_10149-T1	1720	0.023155	0.276633	0.083701	614.320120	189.679880	3.193414	0.248866	269
B0A55_07084-T1	B0A55_13133-T1	1013	0.059344	0.149159	0.397858	641.860510	222.139490	3.781693	0.247309	592
B0A55_05105-T1	B0A55_11357-T1	2456	0.003564	0.113613	0.031369	844.016821	259.983179	3.250309	0.088439	368
B0A55_07343-T1	B0A55_13419-T1	862	0.000000	0.000000	99.000000	383.539455	117.460545	4.600000	0.000000	289
B0A55_02487-T1	B0A55_02489-T1	2438	0.030551	0.176173	0.173415	1036.523648	388.476352	2.767552	0.210749	759
B0A55_05983-T1	B0A55_13425-T1	719	0.011873	0.026007	0.456513	254.688589	78.311411	2.234830	0.045590	112
B0A55_08503-T1	B0A55_11306-T1	2593	0.000898	0.006222	0.144345	1114.199524	322.800476	4.600000	0.006282	777
B0A55_07408-T1	B0A55_08877-T1	1381	0.004623	0.222389	0.020788	542.442749	99.557251	0.882166	0.115178	214
B0A55_05904-T1	B0A55_11082-T1	1789	0.008771	0.258919	0.033875	688.259183	136.740817	7.638066	0.150696	275
B0A55_06341-T1	B0A55_08622-T1	631	0.009032	0.013061	0.691518	222.768926	77.231074	4.600000	0.030208	101
